country_mapped,region,year,rank,score,gdp_pc,family,health,freedom,trust,generosity,dystopia
France,Western Europe,2017,31,6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.172502428293228,0.129762306809425,2.00595474243164
France,Western Europe,2018,23,6.489,1.293,1.466,0.908,0.52,0.176,0.098,
France,Western Europe,2019,24,6.592,1.324,1.472,1.045,0.436,0.183,0.111,
Gabon,Sub-Saharan Africa,2015,143,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895
Gabon,Sub-Saharan Africa,2016,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332
Gabon,Sub-Saharan Africa,2017,118,4.46500015258789,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0760467872023582,0.0437853783369064,1.32291626930237
Gabon,Sub-Saharan Africa,2018,103,4.758,1.036,1.164,0.404,0.356,0.052,0.032,
Gabon,Sub-Saharan Africa,2019,104,4.799,1.057,1.183,0.571,0.295,0.055,0.043,
Gambia,,2019,120,4.516,0.308,0.939,0.428,0.382,0.167,0.269,
Georgia,Central and Eastern Europe,2015,130,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,Central and Eastern Europe,2016,126,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031
Georgia,Central and Eastern Europe,2017,125,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.251666635274887,0.0540088154375553,1.50013780593872
Georgia,Central and Eastern Europe,2018,128,4.34,0.853,0.592,0.643,0.375,0.215,0.038,
Georgia,Central and Eastern Europe,2019,119,4.519,0.886,0.666,0.752,0.346,0.164,0.043,
Germany,Western Europe,2015,26,6.75,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,Western Europe,2016,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2.50931
Germany,Western Europe,2017,16,6.95100021362305,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.276731938123703,0.336269170045853,2.01576995849609
Germany,Western Europe,2018,15,6.965,1.34,1.474,0.861,0.586,0.28,0.273,
Germany,Western Europe,2019,17,6.985,1.373,1.454,0.987,0.495,0.265,0.261,
Ghana,Sub-Saharan Africa,2015,114,4.633,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,2.30919
Ghana,Sub-Saharan Africa,2016,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002
Ghana,Sub-Saharan Africa,2017,131,4.11999988555908,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.0253363698720932,0.256923943758011,1.57786750793457
Ghana,Sub-Saharan Africa,2018,108,4.657,0.592,0.896,0.337,0.499,0.029,0.212,
Ghana,Sub-Saharan Africa,2019,98,4.996,0.611,0.868,0.486,0.381,0.04,0.245,
Greece,Western Europe,2015,102,4.857,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,Western Europe,2016,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2.12944
Greece,Western Europe,2017,87,5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.04328977689147,0.0,1.74922156333923
Greece,Western Europe,2018,79,5.358,1.154,1.202,0.879,0.131,0.044,0.0,
Greece,Western Europe,2019,82,5.287,1.181,1.156,0.999,0.067,0.034,0.0,
Guatemala,Latin America and Caribbean,2015,43,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,Latin America and Caribbean,2016,39,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,3.19863
Guatemala,Latin America and Caribbean,2017,29,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.0772232785820961,0.283488392829895,2.89389109611511
Guatemala,Latin America and Caribbean,2018,30,6.382,0.781,1.268,0.608,0.604,0.071,0.179,
Guatemala,Latin America and Caribbean,2019,27,6.436,0.8,1.269,0.746,0.535,0.078,0.175,
Guinea,Sub-Saharan Africa,2015,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172
Guinea,Sub-Saharan Africa,2016,151,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604
Guinea,Sub-Saharan Africa,2017,149,3.50699996948242,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.110937617719173,0.264815092086792,1.55231189727783
Guinea,Sub-Saharan Africa,2018,140,3.964,0.344,0.792,0.211,0.394,0.094,0.185,
Guinea,Sub-Saharan Africa,2019,118,4.534,0.38,0.829,0.375,0.332,0.086,0.207,
Haiti,Latin America and Caribbean,2015,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173
Haiti,Latin America and Caribbean,2016,136,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116
Haiti,Latin America and Caribbean,2017,145,3.6029999256134,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.0998721495270729,0.489203780889511,1.69716763496399
Haiti,Latin America and Caribbean,2018,148,3.582,0.315,0.714,0.289,0.025,0.104,0.392,
Haiti,Latin America and Caribbean,2019,147,3.597,0.323,0.688,0.449,0.026,0.11,0.419,
Honduras,Latin America and Caribbean,2015,105,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408
Honduras,Latin America and Caribbean,2016,104,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29551
Honduras,Latin America and Caribbean,2017,91,5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.0733454525470734,0.236188873648643,2.06581115722656
Honduras,Latin America and Caribbean,2018,72,5.504,0.62,1.205,0.622,0.459,0.074,0.197,
Honduras,Latin America and Caribbean,2019,59,5.86,0.642,1.236,0.828,0.507,0.078,0.246,
Hong Kong,Eastern Asia,2015,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,0.65429
Hong Kong,Eastern Asia,2016,75,5.458,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,0.92614
Hong Kong,Eastern Asia,2018,76,5.43,1.405,1.29,1.03,0.524,0.291,0.246,
Hong Kong,Eastern Asia,2019,76,5.43,1.438,1.277,1.122,0.44,0.287,0.258,
Hong Kong,Eastern Asia,2017,71,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.293933749198914,0.374465793371201,0.554633140563965
Hungary,Central and Eastern Europe,2015,104,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,Central and Eastern Europe,2016,91,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95473
Hungary,Central and Eastern Europe,2017,75,5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0366369374096394,0.0784016624093056,1.71645927429199
Hungary,Central and Eastern Europe,2018,69,5.62,1.171,1.401,0.732,0.259,0.022,0.061,
Hungary,Central and Eastern Europe,2019,62,5.758,1.201,1.41,0.828,0.199,0.02,0.081,
Iceland,Western Europe,2015,2,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,Western Europe,2016,3,7.501,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2.83137
Iceland,Western Europe,2017,3,7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.153526559472084,0.475540220737457,2.32271528244019
Iceland,Western Europe,2018,4,7.495,1.343,1.644,0.914,0.677,0.138,0.353,
Iceland,Western Europe,2019,4,7.494,1.38,1.624,1.026,0.591,0.118,0.354,
India,Southern Asia,2015,117,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2.27513
India,Southern Asia,2016,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032
India,Southern Asia,2017,122,4.31500005722046,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.0922268852591515,0.231538489460945,1.5191171169281
India,Southern Asia,2018,133,4.19,0.721,0.747,0.485,0.539,0.093,0.172,
India,Southern Asia,2019,140,4.015,0.755,0.765,0.588,0.498,0.085,0.2,
Indonesia,Southeastern Asia,2015,74,5.399,0.82827,1.08708,0.63793,0.46611,0.0,0.51535,1.86399
Indonesia,Southeastern Asia,2016,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03171
Indonesia,Southeastern Asia,2017,81,5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.0153171354904771,0.611704587936401,1.42947697639465
Indonesia,Southeastern Asia,2018,96,5.093,0.899,1.215,0.522,0.538,0.018,0.484,
Indonesia,Southeastern Asia,2019,92,5.192,0.931,1.203,0.66,0.491,0.028,0.498,
Iran,Middle East and Northern Africa,2015,110,4.686,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086,1.6944
Iran,Middle East and Northern Africa,2016,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99817
Iran,Middle East and Northern Africa,2017,108,4.69199991226196,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.048761073499918,0.387242913246155,1.49873495101929
Iran,Middle East and Northern Africa,2018,106,4.707,1.059,0.771,0.691,0.459,0.129,0.282,
Iran,Middle East and Northern Africa,2019,117,4.548,1.1,0.842,0.785,0.305,0.125,0.27,
Iraq,Middle East and Northern Africa,2015,112,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922,1.95335
Iraq,Middle East and Northern Africa,2016,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657
Iraq,Middle East and Northern Africa,2017,117,4.49700021743774,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.107215754687786,0.19963726401329,1.31890726089478
Iraq,Middle East and Northern Africa,2018,117,4.456,1.01,0.971,0.536,0.304,0.095,0.148,
Iraq,Middle East and Northern Africa,2019,126,4.437,1.043,0.98,0.574,0.241,0.089,0.148,
Ireland,Western Europe,2015,18,6.94,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,1.9757
Ireland,Western Europe,2016,19,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2.15988
Ireland,Western Europe,2017,15,6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.29838815331459,0.42785832285881,1.77386903762817
Ireland,Western Europe,2018,14,6.977,1.448,1.583,0.876,0.614,0.306,0.307,
Ireland,Western Europe,2019,16,7.021,1.499,1.553,0.999,0.516,0.31,0.298,
Israel,Middle East and Northern Africa,2015,11,7.278,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,Middle East and Northern Africa,2016,11,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,3.31029
Israel,Middle East and Northern Africa,2017,11,7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.0852421000599861,0.330082654953003,2.80175733566284
Israel,Middle East and Northern Africa,2018,19,6.814,1.301,1.559,0.883,0.533,0.272,0.354,
Israel,Middle East and Northern Africa,2019,13,7.139,1.276,1.455,1.029,0.371,0.082,0.261,
Italy,Western Europe,2015,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,Western Europe,2016,50,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34918
Italy,Western Europe,2017,48,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.0280280914157629,0.17278964817524,1.81331205368042
Italy,Western Europe,2018,47,6.0,1.264,1.501,0.946,0.281,0.028,0.137,
Italy,Western Europe,2019,36,6.223,1.294,1.488,1.039,0.231,0.03,0.158,
Ivory Coast,Sub-Saharan Africa,2015,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,1.41723
Ivory Coast,Sub-Saharan Africa,2016,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478
Ivory Coast,Sub-Saharan Africa,2017,128,4.17999982833862,0.603048920631409,0.904780030250549,0.0486421696841717,0.447706192731857,0.130061775445938,0.201237469911575,1.84496426582336
Ivory Coast,Sub-Saharan Africa,2018,107,4.671,0.541,0.872,0.08,0.467,0.103,0.146,
Ivory Coast,Sub-Saharan Africa,2019,99,4.944,0.569,0.808,0.232,0.352,0.09,0.154,
Jamaica,Latin America and Caribbean,2015,65,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038
Jamaica,Latin America and Caribbean,2016,73,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2.35682
Jamaica,Latin America and Caribbean,2017,76,5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.0552677810192108,0.233818337321281,1.61232566833496
Jamaica,Latin America and Caribbean,2018,56,5.89,0.819,1.493,0.693,0.575,0.031,0.096,
Jamaica,Latin America and Caribbean,2019,56,5.89,0.831,1.478,0.831,0.49,0.028,0.107,
Japan,Eastern Asia,2015,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,Eastern Asia,2016,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80584
Japan,Eastern Asia,2017,51,5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.163760736584663,0.12057276815176,1.36322355270386
Japan,Eastern Asia,2018,54,5.915,1.294,1.462,0.988,0.553,0.15,0.079,
Japan,Eastern Asia,2019,58,5.886,1.327,1.419,1.088,0.445,0.14,0.069,
Jordan,Middle East and Northern Africa,2015,82,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996
Jordan,Middle East and Northern Africa,2016,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142
Jordan,Middle East and Northern Africa,2017,74,5.33599996566772,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.11980327218771,0.172170460224152,1.79117655754089
Jordan,Middle East and Northern Africa,2018,90,5.161,0.822,1.265,0.645,0.468,0.134,0.13,
Jordan,Middle East and Northern Africa,2019,101,4.906,0.837,1.225,0.815,0.383,0.13,0.11,
Kazakhstan,Central and Eastern Europe,2015,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,Central and Eastern Europe,2016,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325
Kazakhstan,Central and Eastern Europe,2017,60,5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.119282886385918,0.201964423060417,1.78489255905151
Kazakhstan,Central and Eastern Europe,2018,60,5.79,1.143,1.516,0.631,0.454,0.121,0.148,
Kazakhstan,Central and Eastern Europe,2019,60,5.809,1.173,1.508,0.729,0.41,0.096,0.146,
Kenya,Sub-Saharan Africa,2015,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555
Kenya,Sub-Saharan Africa,2016,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326
Kenya,Sub-Saharan Africa,2017,112,4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.0646413192152977,0.444860309362411,1.6519021987915
Kenya,Sub-Saharan Africa,2018,124,4.41,0.493,1.048,0.454,0.504,0.055,0.352,
Kenya,Sub-Saharan Africa,2019,121,4.509,0.512,0.983,0.581,0.431,0.053,0.372,
Kosovo,Central and Eastern Europe,2015,69,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579
Kosovo,Central and Eastern Europe,2016,77,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998
Kosovo,Central and Eastern Europe,2017,78,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951,2.01054072380066
Kosovo,Central and Eastern Europe,2018,66,5.662,0.855,1.23,0.578,0.448,0.023,0.274,
Kosovo,Central and Eastern Europe,2019,46,6.1,0.882,1.232,0.758,0.489,0.006,0.262,
Kuwait,Middle East and Northern Africa,2015,39,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634
Kuwait,Middle East and Northern Africa,2016,41,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28085
Kuwait,Middle East and Northern Africa,2017,39,6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.215159550309181,0.228289797902107,1.64042520523071
Kuwait,Middle East and Northern Africa,2018,45,6.083,1.474,1.301,0.675,0.554,0.106,0.167,
Kuwait,Middle East and Northern Africa,2019,51,6.021,1.5,1.319,0.808,0.493,0.097,0.142,
Kyrgyzstan,Central and Eastern Europe,2015,77,5.286,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,Central and Eastern Europe,2016,85,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2.28136
Kyrgyzstan,Central and Eastern Europe,2017,98,5.00400018692017,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.0394391790032387,0.42858037352562,1.53672313690186
Kyrgyzstan,Central and Eastern Europe,2018,92,5.131,0.53,1.416,0.594,0.54,0.035,0.281,
Kyrgyzstan,Central and Eastern Europe,2019,86,5.261,0.551,1.438,0.723,0.508,0.023,0.3,
Laos,Southeastern Asia,2015,99,4.876,0.59066,0.73803,0.54909,0.59591,0.24249,0.42192,1.73799
Laos,Southeastern Asia,2016,102,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2.08637
Laos,Southeastern Asia,2018,110,4.623,0.72,1.034,0.441,0.626,0.174,0.23,
Laos,Southeastern Asia,2019,105,4.796,0.764,1.03,0.551,0.547,0.164,0.266,
Latvia,Central and Eastern Europe,2015,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,Central and Eastern Europe,2016,68,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859
Latvia,Central and Eastern Europe,2017,54,5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.0738427266478539,0.153074786067009,1.99365520477295
Latvia,Central and Eastern Europe,2018,53,5.933,1.148,1.454,0.671,0.363,0.066,0.092,
Latvia,Central and Eastern Europe,2019,53,5.94,1.187,1.465,0.812,0.264,0.064,0.075,
Lebanon,Middle East and Northern Africa,2015,103,4.839,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059
Lebanon,Middle East and Northern Africa,2016,93,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07339
Lebanon,Middle East and Northern Africa,2017,88,5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.037513829767704,0.264450758695602,1.69507384300232
Lebanon,Middle East and Northern Africa,2018,80,5.358,0.965,1.179,0.785,0.503,0.136,0.214,
Lebanon,Middle East and Northern Africa,2019,91,5.197,0.987,1.224,0.815,0.216,0.027,0.166,
Lesotho,Sub-Saharan Africa,2015,97,4.898,0.37545,1.04103,0.07612,0.31767,0.12504,0.16388,2.79832
Lesotho,Sub-Saharan Africa,2017,139,3.80800008773804,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.119094640016556,0.157497271895409,1.42983531951904
Lesotho,Sub-Saharan Africa,2018,141,3.808,0.472,1.215,0.079,0.423,0.112,0.116,
Lesotho,Sub-Saharan Africa,2019,144,3.802,0.489,1.169,0.168,0.359,0.093,0.107,
Liberia,Sub-Saharan Africa,2015,116,4.571,0.0712,0.78968,0.34201,0.28531,0.06232,0.24362,2.77729
Liberia,Sub-Saharan Africa,2016,150,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284
Liberia,Sub-Saharan Africa,2017,148,3.53299999237061,0.119041793048382,0.872117936611176,0.229918196797371,0.332881182432175,0.0389482490718365,0.26654988527298,1.67328596115112
Liberia,Sub-Saharan Africa,2018,149,3.495,0.076,0.858,0.267,0.419,0.03,0.206,
Liberia,Sub-Saharan Africa,2019,141,3.975,0.073,0.922,0.443,0.37,0.033,0.233,
Libya,Middle East and Northern Africa,2015,63,5.754,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066
Libya,Middle East and Northern Africa,2016,67,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39374
Libya,Middle East and Northern Africa,2017,68,5.52500009536743,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.0926102101802826,0.152073666453362,1.83501124382019
Libya,Middle East and Northern Africa,2018,70,5.566,0.985,1.35,0.553,0.496,0.148,0.116,
Libya,Middle East and Northern Africa,2019,72,5.525,1.044,1.303,0.673,0.416,0.152,0.133,
Lithuania,Central and Eastern Europe,2015,56,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,Central and Eastern Europe,2016,60,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60525
Lithuania,Central and Eastern Europe,2017,52,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.0118656428530812,0.010164656676352,2.22844052314758
Lithuania,Central and Eastern Europe,2018,50,5.952,1.197,1.527,0.716,0.35,0.006,0.026,
Lithuania,Central and Eastern Europe,2019,42,6.149,1.238,1.515,0.818,0.291,0.042,0.043,
Luxembourg,Western Europe,2015,17,6.946,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,Western Europe,2016,20,6.871,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571,2.11055
Luxembourg,Western Europe,2017,18,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.31883442401886,0.283180981874466,1.61951208114624
Luxembourg,Western Europe,2018,17,6.91,1.576,1.52,0.896,0.632,0.321,0.196,
Luxembourg,Western Europe,2019,14,7.09,1.609,1.479,1.012,0.526,0.316,0.194,
Macedonia,Central and Eastern Europe,2015,93,5.007,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933
Macedonia,Central and Eastern Europe,2016,95,5.121,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2.08947
Macedonia,Central and Eastern Europe,2017,92,5.17500019073486,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836,1.6174693107605
Macedonia,Central and Eastern Europe,2018,89,5.185,0.959,1.239,0.691,0.394,0.052,0.173,
Madagascar,Sub-Saharan Africa,2015,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,1.851
Madagascar,Sub-Saharan Africa,2016,148,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075
Madagascar,Sub-Saharan Africa,2017,144,3.64400005340576,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.0672319754958153,0.208732530474663,1.58461260795593
Madagascar,Sub-Saharan Africa,2018,143,3.774,0.262,0.908,0.402,0.221,0.049,0.155,
Madagascar,Sub-Saharan Africa,2019,143,3.933,0.274,0.916,0.555,0.148,0.041,0.169,
Malawi,Sub-Saharan Africa,2015,131,4.292,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791
Malawi,Sub-Saharan Africa,2016,132,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859
Malawi,Sub-Saharan Africa,2017,136,3.97000002861023,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.0727116540074348,0.287170469760895,2.08178615570068
Malawi,Sub-Saharan Africa,2018,147,3.587,0.186,0.541,0.306,0.531,0.08,0.21,
Malawi,Sub-Saharan Africa,2019,150,3.41,0.191,0.56,0.495,0.443,0.089,0.218,
Malaysia,Southeastern Asia,2015,61,5.77,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541
Malaysia,Southeastern Asia,2016,47,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2.35384
Malaysia,Southeastern Asia,2017,42,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.0656007081270218,0.416608929634094,2.00444889068604
Malaysia,Southeastern Asia,2018,35,6.322,1.161,1.258,0.669,0.356,0.059,0.311,
Malaysia,Southeastern Asia,2019,80,5.339,1.221,1.171,0.828,0.508,0.024,0.26,
Mali,Sub-Saharan Africa,2015,138,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293
Mali,Sub-Saharan Africa,2016,135,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087
Mali,Sub-Saharan Africa,2017,127,4.19000005722046,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.104970246553421,0.183354198932648,1.66819095611572
Mali,Sub-Saharan Africa,2018,118,4.447,0.37,1.233,0.152,0.367,0.056,0.139,
Mali,Sub-Saharan Africa,2019,128,4.39,0.385,1.105,0.308,0.327,0.052,0.153,
Malta,Western Europe,2015,37,6.302,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,Western Europe,2016,30,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032
Malta,Western Europe,2017,27,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.153066068887711,0.574730575084686,1.55686283111572
Malta,Western Europe,2018,22,6.627,1.27,1.525,0.884,0.645,0.142,0.376,
Malta,Western Europe,2019,22,6.726,1.3,1.52,0.999,0.564,0.151,0.375,
Mauritania,Sub-Saharan Africa,2015,124,4.436,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773
Mauritania,Sub-Saharan Africa,2016,130,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263
Mauritania,Sub-Saharan Africa,2017,123,4.29199981689453,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254,1.65163731575012
Mauritania,Sub-Saharan Africa,2018,126,4.356,0.557,1.245,0.292,0.129,0.093,0.134,
Mauritania,Sub-Saharan Africa,2019,122,4.49,0.57,1.167,0.489,0.066,0.088,0.106,
Mauritius,Sub-Saharan Africa,2015,71,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,Sub-Saharan Africa,2016,66,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2.20223
Mauritius,Sub-Saharan Africa,2017,64,5.62900018692017,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.0421815551817417,0.360933750867844,1.6975839138031
Mauritius,Sub-Saharan Africa,2018,55,5.891,1.09,1.387,0.684,0.584,0.05,0.245,
Mauritius,Sub-Saharan Africa,2019,57,5.888,1.12,1.402,0.798,0.498,0.06,0.215,
Mexico,Latin America and Caribbean,2015,14,7.187,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,Latin America and Caribbean,2016,21,6.778,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735,3.55906
Mexico,Latin America and Caribbean,2017,25,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.132774114608765,0.120990432798862,2.83715486526489
Mexico,Latin America and Caribbean,2018,24,6.488,1.038,1.252,0.761,0.479,0.095,0.069,
Mexico,Latin America and Caribbean,2019,23,6.595,1.07,1.323,0.861,0.433,0.073,0.074,
Moldova,Central and Eastern Europe,2015,52,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712
Moldova,Central and Eastern Europe,2016,55,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,3.38007
Moldova,Central and Eastern Europe,2017,56,5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.0100912861526012,0.208779126405716,2.80780839920044
Moldova,Central and Eastern Europe,2018,67,5.64,0.657,1.301,0.62,0.232,0.0,0.171,
